city,company,jobtitle,jobkey,description,url,expired
Tigard,U.S. Bank,Equipment Finance Portfolio Review Officer/Credit Analyst,1ea7cdcf261de67e,Excellent technical report writing skills. Performs economic and industry analyses| financial projections and risk assessments. Average Hours Per Week 40....,http://www.indeed.com/viewjob?jk=1ea7cdcf261de67e&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvUVz4afpprZXKLqiLU46MMv&indpubnum=2849821278263879&atk=1btbdhs27afgnehu,false
Beaverton,Genesis Financial Solutions  Inc.,Statistician,ef599603e00970fc,Develop and implement statistical and other quantitative models predicting credit risk| losses| direct mail response| and other business critical performance...,http://www.indeed.com/viewjob?jk=ef599603e00970fc&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvUVz4afpprZXKLqiLU46MMv&indpubnum=2849821278263879&atk=1btbdhs27afgnehu,false
Vancouver,Holland Residential,Vendor Pre-Qualification & Compliance Analyst,eafb8546a3b8629e,Employees| QA| Litigation| Financials| Banking| etc.). Two to three years’ experience in Accounting| Financial Analysis| Compliance or related field preferred....,http://www.indeed.com/viewjob?jk=eafb8546a3b8629e&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvUVz4afpprZXKLqiLU46MMv&indpubnum=2849821278263879&atk=1btbdhs27afgnehu,false
Portland,M&T Bank,Commerical Real Estate Loan Administrator I,f6c20b45d43a101e,The Commercial Real Estate Loan Administrator will be responsible for closing| servicing| draw processing| wire preparation and execution| prepare collateral...,http://www.indeed.com/viewjob?jk=f6c20b45d43a101e&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvUVz4afpprZXKLqiLU46MMv&indpubnum=2849821278263879&atk=1btbdhs27afgnehu,false
Portland,SAXX Underwear Co.,Merchandise Planner,385442e73bd75ebb,Minimum 6 years of progressive experience in merchandising| planning or commercial/product creation function....,http://www.indeed.com/viewjob?jk=385442e73bd75ebb&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvUVz4afpprZXKLqiLU46MMv&indpubnum=2849821278263879&atk=1btbdhs27afgnehu,false
Portland,PNC Financial Services Group,Tax Analyst,dff41acce9a7bb75,As a Tax Analyst within PNC's Tax Credit Capital organization| you will be based in Portland| OR . Organizes and analyzes tax forms for filing in accordance...,http://www.indeed.com/viewjob?jk=dff41acce9a7bb75&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvUVz4afpprZXKLqiLU46MMv&indpubnum=2849821278263879&atk=1btbdhs27afgnehu,false
Portland,The Standard,Business Systems Analyst - Service Mgmt,6ccf0828734eb748,The Business System Analyst helps team members grow their business| systems| and process knowledge and models superior customer focus| communication and...,http://www.indeed.com/viewjob?jk=6ccf0828734eb748&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvUVz4afpprZXKLqiLU46MMv&indpubnum=2849821278263879&atk=1btbdhs27afgnehu,false
Vancouver,Info Group NW,Business Analyst - Oracle HCM,f544282785f43233,Business Analyst – Oracle HCM. At InfoGroup Northwest| we use our deep technical insights| local market knowledge and rock-solid relationships and reputation to...,http://www.indeed.com/viewjob?jk=f544282785f43233&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvUVz4afpprZXKLqiLU46MMv&indpubnum=2849821278263879&atk=1btbdhs27afgnehu,false
Tualatin,Parker and Lynch,SENIOR FINANCIAL ANALYST,66fab1cb6c280750,Strong knowledge of operational Financial Statements and Financial Activity. This Senior Financial Analyst Job in Tualatin| OR is a newly created position that...,http://www.indeed.com/viewjob?jk=66fab1cb6c280750&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvUVz4afpprZXKLqiLU46MMv&indpubnum=2849821278263879&atk=1btbdhs27afgnehu,false
Portland,The Standard,Project Mgr III,198e3ba129f607da,Act as a power user and key resource for plan based project management tools including MS Project/Server| Jira and Confluence....,http://www.indeed.com/viewjob?jk=198e3ba129f607da&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsbgav4kdku,false
Portland,HDR,Oregon Water Client Development Leader,5506555a7f231f61,Working closely with our Water Business Group Management| the Oregon Water Client Development Leader is responsible for developing and directing business...,http://www.indeed.com/viewjob?jk=5506555a7f231f61&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsbgav4kdku,false
Portland,Creative Financial Staffing,Senior Financial Analyst,3f753ad3c8cf5a9f,Senior Financial Analyst position encounters frequent new and varied work situations with a high degree of complexity....,http://www.indeed.com/viewjob?jk=3f753ad3c8cf5a9f&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsbgav4kdku,false
Vancouver,PeaceHealth,Business Development & Growth Analyst Senior,535a721b362421ac,Develops| maintains and delivers reports| financial models and presentations. Provides evaluation and supports implementation of strategic partnerships and...,http://www.indeed.com/viewjob?jk=535a721b362421ac&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsbgav4kdku,false
Portland,CCS Consulting,Director of Finance,09afe3b77589065f,Previous Healthcare Financial Operations experience is REQUIRED. If you are ready for the next step in your career and like the idea of working with a highly...,http://www.indeed.com/viewjob?jk=09afe3b77589065f&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsbgav4kdku,false
Portland,HDR,Project Coordinator,175e5d390f70b519,Technical editing and formatting of project-related documents such as specifications| technical reports and memos....,http://www.indeed.com/viewjob?jk=175e5d390f70b519&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsbgav4kdku,false
Portland,Kaiser Permanente,Technical Business Consultant,e521c0959b0b423e,The Financial Consultant III / Financial Information Analyst III conducts financial analyses and provides consulting services in support of the organization's...,http://www.indeed.com/viewjob?jk=e521c0959b0b423e&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsbgav4kdku,false
Portland,TriMet,Manager  Service Performance and Analysis,5f10ead3c477b1d5,We don't just push the barrier| we remove it. As our Manager of Service Performance| you will be responsible for directing all technical analysis of...,http://www.indeed.com/viewjob?jk=5f10ead3c477b1d5&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsbgav4kdku,false
Hillsboro,Umpqua Bank,Quality Assurance Analyst - Hillsboro,34fea34e2e515776,Generally 1 – 3 years financial or banking experience. Bachelor’s degree or relevant equivalent work experience....,http://www.indeed.com/viewjob?jk=34fea34e2e515776&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsbgav4kdku,false
Portland,Daimler,Analyst – Purchasing Systems (L6),3750f8987e613ede,Bachelor’s degree with 1 year of related experience OR an associate’s degree with 2 years of related experience OR 6 years of related experience required....,http://www.indeed.com/viewjob?jk=3750f8987e613ede&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsbgav4kdku,false
Portland,The Wallace Medical Concern,Chief Financial Officer,b3f8295f11c0edc0,CHIEF FINANCIAL OFFICER. Guides financial decisions by establishing| monitoring| and enforcing financial policies and procedures....,http://www.indeed.com/viewjob?jk=b3f8295f11c0edc0&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsbgav4kdku,false
Portland,U.S. Bank,Small Business Underwriting Manager 5,ddd9e207a8a66676,Excellent technical report writing skills. Managing a team of 4-5 Credit Analysts| ensuring that all deadlines| production requirements and audit standards are...,http://www.indeed.com/viewjob?jk=ddd9e207a8a66676&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsbgav4kdku,false
Portland,Epiq Systems  Inc.,Project Manager,2e8def45b5f2bb0e,Project Execution &amp; Resource Management – Continually monitor| evaluate and guide project staff to meet project deliverables on time| within budget and at the...,http://www.indeed.com/viewjob?jk=2e8def45b5f2bb0e&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsbgav4kdku,false
Portland,XPO Logistics,Senior Contract Analyst,4766991e8912d485,As a Senior Contract Analyst| you will prepare reusable financial models to analyze vendor proposals or quotes to support simple to complex contract...,http://www.indeed.com/viewjob?jk=4766991e8912d485&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsbgav4kdku,false
Hillsboro,Umpqua Bank,Business Systems Analyst - EIM - Hillsboro,5de58f6420cef96d,May provide technical guidance or work leadership to less experienced staff members. 6-8 years of technical bank operations experience with in-depth experience...,http://www.indeed.com/viewjob?jk=5de58f6420cef96d&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsbgav4kdku,false
Portland,KEEN Footwear,Business Unit Director  Lifestyle,a4a01d9fe2cb08da,Is responsible for overall financial profitability &amp; health of the Category. Bachelor’s degree in Business| Marketing| or related field preferred....,http://www.indeed.com/viewjob?jk=a4a01d9fe2cb08da&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsbgav4kdku,false
Lake Oswego,Black & Veatch,Project Controls Analyst - Power Delivery,2f5e1fb8cf415446,Experienced level position assigned to either a role in Scheduling or Cost Engineering or a combination. Under general supervision| performs project controls...,http://www.indeed.com/viewjob?jk=2f5e1fb8cf415446&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsbgav4kdku,false
Vancouver,HP,FP&A Analyst - LTP and Budget Lead,42f05dfb7d574415,Typically 8 or more years of experience as a financial analyst. Provides mentoring and guidance to analysts....,http://www.indeed.com/viewjob?jk=42f05dfb7d574415&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsbgav4kdku,false
Portland,Mercer,Senior H&B Consulting Analyst,4b7bf7fb3aff6621,Understand vendor/carrier markets| more advanced underwriting and financial skills| Health &amp; Benefit products| services and technical tools| and intranet...,http://www.indeed.com/viewjob?jk=4b7bf7fb3aff6621&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsbgav4kdku,false
Portland,IT Works Recruitment Inc.,Contract to Perm JD Edwards EnterpriseOne Business Analyst,bf0b3ee3b1021829,Performing integrations testing and system implementation in addition to post production support. Ideal candidate will desire Contract to Permanent opportunity....,http://www.indeed.com/viewjob?jk=bf0b3ee3b1021829&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsbgav4kdku,false
Portland,Willis Towers Watson,Absence and Disability Management Consultant,68977de92083c01e,Serve as mentor to ADM Analysts and Senior Analysts. Strong financial skills; Directly contribute to clients’ success through applying your technical expertise....,http://www.indeed.com/viewjob?jk=68977de92083c01e&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsbgav4kdku,false
Portland,Accounting Principals,Accounts Receivable Analyst,6169a7533be0441c,Preparation of monthly and quarterly reporting requirements and financial close procedures. Bachelor’s degree in Accounting....,http://www.indeed.com/viewjob?jk=6169a7533be0441c&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsbgav4kdku,false
Vancouver,VanderHouwen,Business Analyst,7f22f56bba96dcb5,Responsibilities of the Business Analyst. Work to develop and improve data analytics for balancing the portfolio for dollars| resource materials and labor needs...,http://www.indeed.com/viewjob?jk=7f22f56bba96dcb5&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsbgav4kdku,false
Portland,Aston Carter,Payroll Tax Analyst,7f3405516d70d095,Tax accounting| receivables| payables| payroll| property| general ledger and financial reporting. We are hiring for a payroll tax analyst!...,http://www.indeed.com/viewjob?jk=7f3405516d70d095&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsbgav4kdku,false
Beaverton,CBRE,Lease Administration Analyst,fd69ea064637bf2b,Requires basic knowledge of financial terms and principles. May provide informal assistance such as technical guidance and/or portfolio specific training to co...,http://www.indeed.com/viewjob?jk=fd69ea064637bf2b&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsbgav4kdku,false
Portland,Acumatica,Partner Account Manager,46d290826e446a4c,Be the primary resource manager for assigned Partners. Acumatica offers exceptional professional and financial growth potential....,http://www.indeed.com/viewjob?jk=46d290826e446a4c&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsj6auki9kn,false
Portland,NIKE INC,Director- Catagory Analytics Marketplace Analytics- DSM,4b2d26dfed1dc303,Financial analysis preferred. This position requires a high-energy| self-motivated individual with strong technical and analytical skills| high detail...,http://www.indeed.com/viewjob?jk=4b2d26dfed1dc303&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsj6auki9kn,false
Portland,Familycare Inc,Director  Healthcare Analytics,3092637e7893a359, Earn 4 weeks PTO your first year  Generous healthcare package (you pay $0 - $40 per pay period)  Tuition reimbursement program up to $5|250 per year once...,http://www.indeed.com/viewjob?jk=3092637e7893a359&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsj6auki9kn,false
Beaverton,DTI / Epiq Systems,Project Manager with Juris Doctorate for Class Action Claims Dept.,d7592ebed3d27d22,Project Financial Requirements*. Project Execution &amp; Resource Management*. Internally| Project Managers coordinate with our sales representatives| data analysts...,http://www.indeed.com/viewjob?jk=d7592ebed3d27d22&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsj6auki9kn,false
Portland,Umpqua Bank,Model Governance Manager - Portland,ae4cb36fa13df428,Financial Risk Manager (FRM)| Professional Risk Manager (PRMIA)| or Chartered Financial Analyst (CFA) certifications preferred....,http://www.indeed.com/viewjob?jk=ae4cb36fa13df428&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsj6auki9kn,false
Portland,All-In Analytics,Lead Business Analyst,059d423d33398436,Financial analysis preferred. This position requires a high-energy| self-motivated individual with strong technical and analytical skills| high detail...,http://www.indeed.com/viewjob?jk=059d423d33398436&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsj6auki9kn,false
Portland,State of Oregon,Financial & Position Management Coordinator - Fiscal Analyst 2 (ODOT17-0087oc),16011be47a29cabe,Financial &amp; Position Management Coordinator – Fiscal Analyst 2. Eligible veterans who meet the qualifications will be given veterans' preference....,http://www.indeed.com/viewjob?jk=16011be47a29cabe&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsj6auki9kn,false
Portland,Steelcase,IT Customer Experience Analyst,167209278e7bf126,Provides basic and advanced technical support and consulting. Strong verbal| writing and messaging skills as well as financial acumen....,http://www.indeed.com/viewjob?jk=167209278e7bf126&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsj6auki9kn,false
Portland,ICF,Energy Efficiency Account Manager NE Oregon,5de49d8e88657a01,Bachelor’s or Technical Degree or equivalent combination of education and experience in Energy Efficiency utility programs;...,http://www.indeed.com/viewjob?jk=5de49d8e88657a01&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsj6auki9kn,false
Portland,CareOregon  Inc.,Housecall Providers Primary Care Clinical Manager,9e6e47d1acedf263,More than 6 hours/day. Performs human resource functions in collaboration with Human Resources. Pushing/Pulling up to 5 Pounds. Veterans welcome to apply....,http://www.indeed.com/viewjob?jk=9e6e47d1acedf263&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsj6auki9kn,false
Portland,CDK Global,Product Manager V (Common Services),d5a78fcdae75f7a6,You must possess a unique blend of business and technical savvy; Ability to analyze business and financial trends relative to product features and market trends...,http://www.indeed.com/viewjob?jk=d5a78fcdae75f7a6&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsj6auki9kn,false
Lake Oswego,VanderHouwen,Oracle Financials Analyst,9cb3de5b3368dd86,Oracle Financials Analyst. Responsibilities of the Oracle Financials Analyst. 5 years of experience as a Business Systems Analyst....,http://www.indeed.com/viewjob?jk=9cb3de5b3368dd86&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsj6auki9kn,false
Portland,Creative Financial Staffing,Credit and Collections Analyst,b4451da26d2400c5,CREDIT AND COLLECTIONS ANALYST. What the Credit and Collections Analyst will do. Analyzes customers financial data to determine creditworthiness and recommend...,http://www.indeed.com/viewjob?jk=b4451da26d2400c5&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsj6auki9kn,false
Portland,Wells Fargo,Wealth Advisor (SAFE) 2,a6f635b62f71f153,Master of Business Administration| CERTIFIED FINANCIAL PLANNER (tm) practitioner| Chartered Financial Analyst| Certified Public Accountant or Juris Doctorate...,http://www.indeed.com/viewjob?jk=a6f635b62f71f153&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsj6auki9kn,false
Tigard,Umpqua Bank,AML Investigations Manager - Tigard,096518c9c630795f,Supervise assigned team of AML Analysts within the Financial Investigations Division. As part of the AML investigations management team for the Financial...,http://www.indeed.com/viewjob?jk=096518c9c630795f&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsj6auki9kn,false
Beaverton,Reser's Fine Foods,EDI Analyst / Programmer,e98bf4aa315cb265,Bachelor’s Degree in Computer Science| Information Systems or related discipline or 4 years relevant work experience....,http://www.indeed.com/viewjob?jk=e98bf4aa315cb265&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsj6auki9kn,false
Portland,adidas,Director Corporate Real Estate,3017b2d55f4d49cd,Serve as a resource to financial analysts in budgeting| forecasting and reporting of expenses; Provide input into financial planning;...,http://www.indeed.com/viewjob?jk=3017b2d55f4d49cd&qd=It58WvWvRiWAhLiD1H0pL3ixFDXZIdYdJjdysYLKFtyTNCrH_VpRtQRfHZfVkp5QlcmwDj2H0tQWXUsvmsn_27S_aCDYoMH54fUSlZOxSvWqYxiXSZuw2vY7lYU85zob&indpubnum=2849821278263879&atk=1btbdhsj6auki9kn,false
